,VILLE,REVENU FISCAL DE RÉFÉRENCE,TAUX DE CHÔMAGE,BÉNÉFICIAIRES DU RSA,Salaires mensuels nets moyens,Pourcentage de salariés en CDI,Nombres d'entreprises,ISF moyen par foyer nc,Bénéficiaires de la CAF,Population
84,"<td><a href=""https://www.linternaute.com/ville/aulnoye-aymeries/ville-59033"">Aulnoye-Aymeries</a></td>",<td>17 771 €</td>,"<td>24,19 %</td>","<td>5,36 %</td>","<td>1 961,50 €</td>","<td>79,05 %</td>",<td>305 entreprises</td>,<td>nc</td>,"<td>25,62 %</td>",<td>8 767 hab.</td>
85,"<td><a href=""https://www.linternaute.com/ville/bolbec/ville-76114"">Bolbec</a></td>",<td>17 722 €</td>,"<td>22,98 %</td>","<td>5,29 %</td>","<td>2 015,09 €</td>","<td>76,37 %</td>",<td>438 entreprises</td>,<td>nc</td>,"<td>27,60 %</td>",<td>11 605 hab.</td>
86,"<td><a href=""https://www.linternaute.com/ville/lourches/ville-59361"">Lourches</a></td>",<td>13 015 €</td>,"<td>36,82 %</td>","<td>8,86 %</td>","<td>1 881,07 €</td>","<td>73,54 %</td>",<td>175 entreprises</td>,<td>nc</td>,"<td>28,44 %</td>",<td>3 959 hab.</td>
87,"<td><a href=""https://www.linternaute.com/ville/montereau-fault-yonne/ville-77305"">Montereau-Fault-Yonne</a></td>",<td>16 702 €</td>,"<td>24,98 %</td>","<td>6,42 %</td>","<td>1 990,10 €</td>","<td>80,77 %</td>",<td>1 370 entreprises</td>,<td>nc</td>,"<td>25,08 %</td>",<td>20 712 hab.</td>
88,"<td><a href=""https://www.linternaute.com/ville/montlucon/ville-03185"">Montluçon</a></td>",<td>19 606 €</td>,"<td>19,57 %</td>","<td>6,01 %</td>","<td>1 948,26 €</td>","<td>71,80 %</td>",<td>2 250 entreprises</td>,<td>8 478 €</td>,"<td>28,64 %</td>",<td>34 938 hab.</td>
89,"<td><a href=""https://www.linternaute.com/ville/pointe-a-pitre/ville-97120"">Pointe-à-Pitre</a></td>",<td>13 095 €</td>,"<td>37,38 %</td>","<td>17,57 %</td>","<td>2 097,39 €</td>","<td>76,34 %</td>",<td>5 058 entreprises</td>,<td>nc</td>,"<td>45,09 %</td>",<td>15 410 hab.</td>
90,"<td><a href=""https://www.linternaute.com/ville/vitry-le-francois/ville-51649"">Vitry-le-François</a></td>",<td>17 308 €</td>,"<td>23,14 %</td>","<td>5,77 %</td>","<td>1 909,07 €</td>","<td>81,37 %</td>",<td>666 entreprises</td>,<td>nc</td>,"<td>28,52 %</td>",<td>11 743 hab.</td>
91,"<td><a href=""https://www.linternaute.com/ville/herouville-saint-clair/ville-14327"">Hérouville-Saint-Clair</a></td>",<td>19 278 €</td>,"<td>19,67 %</td>","<td>4,31 %</td>","<td>1 950,60 €</td>","<td>75,85 %</td>",<td>1 394 entreprises</td>,<td>nc</td>,"<td>31,95 %</td>",<td>22 638 hab.</td>
92,"<td><a href=""https://www.linternaute.com/ville/cenon/ville-33119"">Cenon</a></td>",<td>18 414 €</td>,"<td>18,03 %</td>","<td>5,18 %</td>","<td>1 965,45 €</td>","<td>78,55 %</td>",<td>2 796 entreprises</td>,<td>nc</td>,"<td>30,97 %</td>",<td>25 292 hab.</td>
93,"<td><a href=""https://www.linternaute.com/ville/joigny/ville-89206"">Joigny</a></td>",<td>19 494 €</td>,"<td>24,20 %</td>","<td>6,19 %</td>","<td>1 881,11 €</td>","<td>78,68 %</td>",<td>658 entreprises</td>,<td>nc</td>,"<td>24,93 %</td>",<td>9 479 hab.</td>
94,"<td><a href=""https://www.linternaute.com/ville/freyming-merlebach/ville-57240"">Freyming-Merlebach</a></td>",<td>18 719 €</td>,"<td>22,08 %</td>","<td>5,32 %</td>","<td>1 889,26 €</td>","<td>80,08 %</td>",<td>766 entreprises</td>,<td>nc</td>,"<td>24,26 %</td>",<td>12 844 hab.</td>
95,"<td><a href=""https://www.linternaute.com/ville/perpignan/ville-66136"">Perpignan</a></td>",<td>19 106 €</td>,"<td>24,74 %</td>","<td>9,25 %</td>","<td>1 975,68 €</td>","<td>78,83 %</td>",<td>12 454 entreprises</td>,<td>9 919 €</td>,"<td>32,68 %</td>",<td>119 188 hab.</td>
96,"<td><a href=""https://www.linternaute.com/ville/pointe-noire/ville-97121"">Pointe-Noire</a></td>",<td>12 694 €</td>,"<td>35,23 %</td>","<td>12,88 %</td>","<td>1 918,05 €</td>","<td>79,59 %</td>",<td>681 entreprises</td>,<td>nc</td>,"<td>29,93 %</td>",<td>6 069 hab.</td>
97,"<td><a href=""https://www.linternaute.com/ville/lavelanet/ville-09160"">Lavelanet</a></td>",<td>16 976 €</td>,"<td>29,36 %</td>","<td>7,18 %</td>","<td>1 815,98 €</td>","<td>79,08 %</td>",<td>516 entreprises</td>,<td>nc</td>,"<td>23,99 %</td>",<td>6 099 hab.</td>
98,"<td><a href=""https://www.linternaute.com/ville/lodeve/ville-34142"">Lodève</a></td>",<td>16 940 €</td>,"<td>20,06 %</td>","<td>7,13 %</td>","<td>1 867,27 €</td>","<td>79,94 %</td>",<td>708 entreprises</td>,<td>nc</td>,"<td>30,92 %</td>",<td>7 459 hab.</td>
99,"<td><a href=""https://www.linternaute.com/ville/maxeville/ville-54357"">Maxéville</a></td>",<td>17 359 €</td>,"<td>23,52 %</td>","<td>6,74 %</td>","<td>1 986,84 €</td>","<td>79,79 %</td>",<td>774 entreprises</td>,<td>nc</td>,"<td>30,32 %</td>",<td>9 740 hab.</td>
100,"<td><a href=""https://www.linternaute.com/ville/pecquencourt/ville-59456"">Pecquencourt</a></td>",<td>17 306 €</td>,"<td>24,77 %</td>","<td>6,14 %</td>","<td>1 983,49 €</td>","<td>77,81 %</td>",<td>183 entreprises</td>,<td>nc</td>,"<td>25,64 %</td>",<td>6 050 hab.</td>
101,"<td><a href=""https://www.linternaute.com/ville/barlin/ville-62083"">Barlin</a></td>",<td>17 129 €</td>,"<td>20,49 %</td>","<td>5,43 %</td>","<td>1 903,55 €</td>","<td>80,58 %</td>",<td>226 entreprises</td>,<td>nc</td>,"<td>25,76 %</td>",<td>7 603 hab.</td>
102,"<td><a href=""https://www.linternaute.com/ville/basse-terre/ville-97105"">Basse-Terre</a></td>",<td>12 821 €</td>,"<td>40,30 %</td>","<td>13,46 %</td>","<td>1 928,64 €</td>","<td>82,40 %</td>",<td>1 813 entreprises</td>,<td>nc</td>,"<td>37,34 %</td>",<td>10 046 hab.</td>
103,"<td><a href=""https://www.linternaute.com/ville/calais/ville-62193"">Calais</a></td>",<td>17 831 €</td>,"<td>27,05 %</td>","<td>7,41 %</td>","<td>1 989,88 €</td>","<td>80,43 %</td>",<td>3 374 entreprises</td>,<td>9 663 €</td>,"<td>27,96 %</td>",<td>72 929 hab.</td>
104,"<td><a href=""https://www.linternaute.com/ville/farebersviller/ville-57207"">Farébersviller</a></td>",<td>15 946 €</td>,"<td>33,23 %</td>","<td>4,42 %</td>","<td>1 865,21 €</td>","<td>73,08 %</td>",<td>241 entreprises</td>,<td>nc</td>,"<td>22,90 %</td>",<td>5 509 hab.</td>
105,"<td><a href=""https://www.linternaute.com/ville/l-aigle/ville-61214"">L'Aigle</a></td>",<td>18 678 €</td>,"<td>23,22 %</td>","<td>5,78 %</td>","<td>1 947,61 €</td>",<td>78 %</td>,<td>555 entreprises</td>,<td>nc</td>,"<td>27,60 %</td>",<td>8 019 hab.</td>
106,"<td><a href=""https://www.linternaute.com/ville/migennes/ville-89257"">Migennes</a></td>",<td>17 344 €</td>,"<td>24,07 %</td>","<td>5,07 %</td>","<td>1 872,66 €</td>","<td>79,58 %</td>",<td>314 entreprises</td>,<td>nc</td>,"<td>23,33 %</td>",<td>7 247 hab.</td>
107,"<td><a href=""https://www.linternaute.com/ville/pont-audemer/ville-27467"">Pont-Audemer</a></td>",<td>18 377 €</td>,"<td>21,77 %</td>","<td>5,18 %</td>","<td>1 991,41 €</td>","<td>75,95 %</td>",<td>860 entreprises</td>,<td>nc</td>,"<td>29,63 %</td>",<td>10 120 hab.</td>
108,"<td><a href=""https://www.linternaute.com/ville/charleville-mezieres/ville-08105"">Charleville-Mézières</a></td>",<td>19 543 €</td>,"<td>23,31 %</td>","<td>7,78 %</td>","<td>2 022,91 €</td>","<td>78,78 %</td>",<td>3 156 entreprises</td>,<td>7 988 €</td>,"<td>29,91 %</td>",<td>46 391 hab.</td>
109,"<td><a href=""https://www.linternaute.com/ville/beziers/ville-34032"">Béziers</a></td>",<td>18 901 €</td>,"<td>23,40 %</td>","<td>7,87 %</td>","<td>1 941,29 €</td>","<td>79,56 %</td>",<td>8 715 entreprises</td>,<td>10 728 €</td>,"<td>30,93 %</td>",<td>77 599 hab.</td>
110,"<td><a href=""https://www.linternaute.com/ville/flers/ville-61169"">Flers</a></td>",<td>19 739 €</td>,"<td>21,09 %</td>","<td>5,22 %</td>","<td>1 976,38 €</td>","<td>76,44 %</td>",<td>836 entreprises</td>,<td>nc</td>,"<td>26,27 %</td>",<td>14 779 hab.</td>
111,"<td><a href=""https://www.linternaute.com/ville/saint-denis/ville-93066"">Saint-Denis</a></td>",<td>17 168 €</td>,"<td>22,07 %</td>","<td>6,83 %</td>","<td>2 064,35 €</td>","<td>80,41 %</td>",<td>12 376 entreprises</td>,<td>7 825 €</td>,"<td>28,08 %</td>",<td>112 091 hab.</td>
112,"<td><a href=""https://www.linternaute.com/ville/chauny/ville-02173"">Chauny</a></td>",<td>18 946 €</td>,"<td>25,44 %</td>","<td>6,45 %</td>","<td>1 998,07 €</td>","<td>78,78 %</td>",<td>706 entreprises</td>,<td>nc</td>,"<td>26,88 %</td>",<td>11 773 hab.</td>
113,"<td><a href=""https://www.linternaute.com/ville/guise/ville-02361"">Guise</a></td>",<td>15 988 €</td>,"<td>28,87 %</td>","<td>7,41 %</td>","<td>1 944,63 €</td>","<td>78,73 %</td>",<td>226 entreprises</td>,<td>nc</td>,"<td>27,41 %</td>",<td>4 731 hab.</td>
114,"<td><a href=""https://www.linternaute.com/ville/pamiers/ville-09225"">Pamiers</a></td>",<td>19 606 €</td>,"<td>17,39 %</td>","<td>6,10 %</td>","<td>1 940,14 €</td>",<td>69 %</td>,<td>1 324 entreprises</td>,<td>nc</td>,"<td>27,80 %</td>",<td>15 603 hab.</td>
115,"<td><a href=""https://www.linternaute.com/ville/quievrechain/ville-59484"">Quiévrechain</a></td>",<td>16 389 €</td>,"<td>29,86 %</td>","<td>6,87 %</td>","<td>1 976,82 €</td>","<td>80,36 %</td>",<td>219 entreprises</td>,<td>nc</td>,"<td>24,66 %</td>",<td>6 355 hab.</td>
116,"<td><a href=""https://www.linternaute.com/ville/sarcelles/ville-95585"">Sarcelles</a></td>",<td>16 958 €</td>,"<td>21,96 %</td>","<td>5,79 %</td>","<td>1 886,15 €</td>","<td>83,57 %</td>",<td>6 453 entreprises</td>,<td>nc</td>,"<td>25,56 %</td>",<td>58 811 hab.</td>
117,"<td><a href=""https://www.linternaute.com/ville/fresnes-sur-escaut/ville-59253"">Fresnes-sur-Escaut</a></td>",<td>17 302 €</td>,"<td>23,75 %</td>","<td>5,76 %</td>","<td>1 976,15 €</td>","<td>79,97 %</td>",<td>262 entreprises</td>,<td>nc</td>,"<td>23,96 %</td>",<td>7 532 hab.</td>
118,"<td><a href=""https://www.linternaute.com/ville/luneville/ville-54329"">Lunéville</a></td>",<td>19 317 €</td>,"<td>19,20 %</td>","<td>5,88 %</td>","<td>1 931,33 €</td>","<td>80,14 %</td>",<td>1 122 entreprises</td>,<td>nc</td>,"<td>29,08 %</td>",<td>18 027 hab.</td>
119,"<td><a href=""https://www.linternaute.com/ville/prades/ville-66149"">Prades</a></td>",<td>18 707 €</td>,"<td>24,70 %</td>","<td>5,84 %</td>","<td>1 812,77 €</td>","<td>76,27 %</td>",<td>562 entreprises</td>,<td>nc</td>,"<td>23,66 %</td>",<td>6 063 hab.</td>
120,"<td><a href=""https://www.linternaute.com/ville/villeneuve-saint-georges/ville-94078"">Villeneuve-Saint-Georges</a></td>",<td>17 664 €</td>,"<td>17,71 %</td>","<td>6,11 %</td>","<td>1 938,40 €</td>","<td>81,01 %</td>",<td>2 549 entreprises</td>,<td>nc</td>,"<td>24,62 %</td>",<td>34 607 hab.</td>
121,"<td><a href=""https://www.linternaute.com/ville/alencon/ville-61001"">Alençon</a></td>",<td>19 750 €</td>,"<td>21,03 %</td>","<td>6,11 %</td>","<td>1 944,92 €</td>","<td>78,44 %</td>",<td>1 744 entreprises</td>,<td>8 830 €</td>,"<td>31,03 %</td>",<td>25 775 hab.</td>
122,"<td><a href=""https://www.linternaute.com/ville/pithiviers/ville-45252"">Pithiviers</a></td>",<td>19 187 €</td>,"<td>23,57 %</td>","<td>4,90 %</td>","<td>1 937,48 €</td>","<td>78,51 %</td>",<td>538 entreprises</td>,<td>nc</td>,"<td>25,27 %</td>",<td>8 935 hab.</td>
123,"<td><a href=""https://www.linternaute.com/ville/les-abymes/ville-97101"">Les Abymes</a></td>",<td>14 504 €</td>,"<td>31,40 %</td>","<td>13,84 %</td>","<td>2 082,15 €</td>","<td>82,34 %</td>",<td>7 115 entreprises</td>,<td>nc</td>,"<td>35,49 %</td>",<td>53 082 hab.</td>
124,"<td><a href=""https://www.linternaute.com/ville/grand-bourg/ville-97112"">Grand-Bourg</a></td>",<td>14 699 €</td>,"<td>26,91 %</td>","<td>11,70 %</td>","<td>1 945,33 €</td>","<td>76,45 %</td>",<td>707 entreprises</td>,<td>nc</td>,"<td>28,09 %</td>",<td>4 941 hab.</td>
125,"<td><a href=""https://www.linternaute.com/ville/la-reole/ville-33352"">La Réole</a></td>",<td>16 219 €</td>,"<td>21,65 %</td>","<td>6,36 %</td>",<td>1 829 €</td>,"<td>75,02 %</td>",<td>398 entreprises</td>,<td>nc</td>,"<td>28,89 %</td>",<td>4 355 hab.</td>
126,"<td><a href=""https://www.linternaute.com/ville/port-louis/ville-97122"">Port-Louis</a></td>",<td>13 225 €</td>,"<td>30,77 %</td>","<td>12,83 %</td>","<td>2 016,76 €</td>","<td>75,90 %</td>",<td>405 entreprises</td>,<td>nc</td>,"<td>31,13 %</td>",<td>5 635 hab.</td>
127,"<td><a href=""https://www.linternaute.com/ville/saint-dizier/ville-52448"">Saint-Dizier</a></td>",<td>19 094 €</td>,"<td>21,74 %</td>","<td>5,36 %</td>","<td>1 908,64 €</td>","<td>76,01 %</td>",<td>1 344 entreprises</td>,<td>10 741 €</td>,"<td>27,56 %</td>",<td>23 382 hab.</td>
128,"<td><a href=""https://www.linternaute.com/ville/revin/ville-08363"">Revin</a></td>",<td>17 979 €</td>,"<td>26,51 %</td>","<td>5,26 %</td>","<td>1 886,42 €</td>","<td>78,82 %</td>",<td>266 entreprises</td>,<td>nc</td>,"<td>22,12 %</td>",<td>6 038 hab.</td>
129,"<td><a href=""https://www.linternaute.com/ville/beaucaire/ville-30032"">Beaucaire</a></td>",<td>19 115 €</td>,"<td>22,75 %</td>","<td>5,60 %</td>","<td>1 980,70 €</td>","<td>79,67 %</td>",<td>1 214 entreprises</td>,<td>nc</td>,"<td>23,22 %</td>",<td>15 718 hab.</td>
130,"<td><a href=""https://www.linternaute.com/ville/le-morne-rouge/ville-97218"">Le Morne-Rouge</a></td>",<td>15 089 €</td>,"<td>23,95 %</td>","<td>8,01 %</td>","<td>1 944,23 €</td>","<td>75,95 %</td>",<td>348 entreprises</td>,<td>nc</td>,"<td>23,42 %</td>",<td>4 955 hab.</td>
131,"<td><a href=""https://www.linternaute.com/ville/noeux-les-mines/ville-62617"">Nœux-les-Mines</a></td>",<td>18 309 €</td>,"<td>20,11 %</td>","<td>4,60 %</td>","<td>1 916,76 €</td>","<td>81,10 %</td>",<td>526 entreprises</td>,<td>nc</td>,"<td>25,21 %</td>",<td>11 813 hab.</td>
132,"<td><a href=""https://www.linternaute.com/ville/pierrefitte-sur-seine/ville-93059"">Pierrefitte-sur-Seine</a></td>",<td>16 598 €</td>,"<td>21,65 %</td>","<td>6,84 %</td>","<td>1 881,40 €</td>","<td>83,93 %</td>",<td>2 723 entreprises</td>,<td>nc</td>,"<td>25,88 %</td>",<td>30 828 hab.</td>
133,"<td><a href=""https://www.linternaute.com/ville/canteleu/ville-76157"">Canteleu</a></td>",<td>18 452 €</td>,"<td>20,57 %</td>","<td>5,12 %</td>","<td>1 998,30 €</td>","<td>80,02 %</td>",<td>593 entreprises</td>,<td>nc</td>,"<td>28,13 %</td>",<td>14 244 hab.</td>
134,"<td><a href=""https://www.linternaute.com/ville/sainte-rose/ville-97129"">Sainte-Rose</a></td>",<td>15 866 €</td>,"<td>31,96 %</td>","<td>10,66 %</td>","<td>2 159,21 €</td>","<td>79,36 %</td>",<td>1 887 entreprises</td>,<td>nc</td>,"<td>27,23 %</td>",<td>18 650 hab.</td>
135,"<td><a href=""https://www.linternaute.com/ville/abbeville/ville-80001"">Abbeville</a></td>",<td>19 141 €</td>,"<td>23,69 %</td>","<td>6,13 %</td>","<td>1 945,17 €</td>","<td>80,79 %</td>",<td>1 487 entreprises</td>,<td>9 557 €</td>,"<td>28,67 %</td>",<td>22 837 hab.</td>
136,"<td><a href=""https://www.linternaute.com/ville/doullens/ville-80253"">Doullens</a></td>",<td>17 849 €</td>,"<td>24,82 %</td>","<td>6,10 %</td>","<td>1 955,40 €</td>","<td>78,82 %</td>",<td>339 entreprises</td>,<td>nc</td>,"<td>26,35 %</td>",<td>5 998 hab.</td>
137,"<td><a href=""https://www.linternaute.com/ville/moulins/ville-03190"">Moulins</a></td>",<td>19 652 €</td>,"<td>18,37 %</td>","<td>5,49 %</td>","<td>1 919,71 €</td>","<td>80,11 %</td>",<td>1 462 entreprises</td>,<td>nc</td>,"<td>31,14 %</td>",<td>19 563 hab.</td>
138,"<td><a href=""https://www.linternaute.com/ville/saint-jean-d-angely/ville-17347"">Saint-Jean-d'Angély</a></td>",<td>19 180 €</td>,"<td>21,12 %</td>","<td>5,96 %</td>","<td>1 942,37 €</td>","<td>76,32 %</td>",<td>634 entreprises</td>,<td>nc</td>,"<td>26,60 %</td>",<td>6 886 hab.</td>
139,"<td><a href=""https://www.linternaute.com/ville/vieux-conde/ville-59616"">Vieux-Condé</a></td>",<td>18 274 €</td>,"<td>21,53 %</td>","<td>4,94 %</td>","<td>1 905,94 €</td>","<td>81,28 %</td>",<td>326 entreprises</td>,<td>nc</td>,"<td>22,30 %</td>",<td>10 374 hab.</td>
140,"<td><a href=""https://www.linternaute.com/ville/avignon/ville-84007"">Avignon</a></td>",<td>19 281 €</td>,"<td>24,57 %</td>","<td>6,50 %</td>","<td>2 025,36 €</td>","<td>78,38 %</td>",<td>11 273 entreprises</td>,<td>9 952 €</td>,"<td>32,29 %</td>",<td>91 729 hab.</td>
141,"<td><a href=""https://www.linternaute.com/ville/douchy-les-mines/ville-59179"">Douchy-les-Mines</a></td>",<td>17 598 €</td>,"<td>19,17 %</td>","<td>6,04 %</td>","<td>1 979,02 €</td>","<td>80,68 %</td>",<td>336 entreprises</td>,<td>nc</td>,"<td>25,82 %</td>",<td>10 311 hab.</td>
142,"<td><a href=""https://www.linternaute.com/ville/frevent/ville-62361"">Frévent</a></td>",<td>14 468 €</td>,"<td>26,69 %</td>","<td>6,60 %</td>","<td>1 832,36 €</td>","<td>79,02 %</td>",<td>146 entreprises</td>,<td>nc</td>,"<td>27,96 %</td>",<td>3 498 hab.</td>
143,"<td><a href=""https://www.linternaute.com/ville/rochefort/ville-17299"">Rochefort</a></td>",<td>20 462 €</td>,"<td>21,14 %</td>","<td>5,20 %</td>","<td>1 963,14 €</td>","<td>78,49 %</td>",<td>2 098 entreprises</td>,<td>7 455 €</td>,"<td>28,81 %</td>",<td>23 583 hab.</td>
144,"<td><a href=""https://www.linternaute.com/ville/saint-die-des-vosges/ville-88413"">Saint-Dié-des-Vosges</a></td>",<td>20 320 €</td>,"<td>24,31 %</td>","<td>6,78 %</td>","<td>2 006,36 €</td>","<td>79,31 %</td>",<td>1 593 entreprises</td>,<td>nc</td>,"<td>29,68 %</td>",<td>19 724 hab.</td>
145,"<td><a href=""https://www.linternaute.com/ville/carcassonne/ville-11069"">Carcassonne</a></td>",<td>20 529 €</td>,"<td>21,97 %</td>","<td>6,72 %</td>","<td>1 935,31 €</td>","<td>78,94 %</td>",<td>4 526 entreprises</td>,<td>9 098 €</td>,"<td>28,84 %</td>",<td>46 513 hab.</td>
146,"<td><a href=""https://www.linternaute.com/ville/lezignan-corbieres/ville-11203"">Lézignan-Corbières</a></td>",<td>19 111 €</td>,"<td>20,55 %</td>","<td>5,71 %</td>","<td>1 907,22 €</td>","<td>80,24 %</td>",<td>937 entreprises</td>,<td>nc</td>,"<td>22,82 %</td>",<td>11 248 hab.</td>
147,"<td><a href=""https://www.linternaute.com/ville/harnes/ville-62413"">Harnes</a></td>",<td>18 311 €</td>,"<td>19,54 %</td>","<td>5,46 %</td>","<td>1 973,99 €</td>","<td>80,80 %</td>",<td>482 entreprises</td>,<td>nc</td>,"<td>24,34 %</td>",<td>12 324 hab.</td>
148,"<td><a href=""https://www.linternaute.com/ville/morne-a-l-eau/ville-97116"">Morne-à-l'Eau</a></td>",<td>14 942 €</td>,"<td>28,42 %</td>","<td>11,37 %</td>","<td>2 116,69 €</td>","<td>81,05 %</td>",<td>1 493 entreprises</td>,<td>nc</td>,"<td>28,97 %</td>",<td>16 875 hab.</td>
149,"<td><a href=""https://www.linternaute.com/ville/aubenas/ville-07019"">Aubenas</a></td>",<td>20 426 €</td>,"<td>22,74 %</td>","<td>4,41 %</td>","<td>1 911,43 €</td>","<td>78,08 %</td>",<td>1 447 entreprises</td>,<td>nc</td>,"<td>27,46 %</td>",<td>12 253 hab.</td>
150,"<td><a href=""https://www.linternaute.com/ville/auby/ville-59028"">Auby</a></td>",<td>17 955 €</td>,"<td>23,40 %</td>","<td>5,30 %</td>","<td>1 982,80 €</td>","<td>79,50 %</td>",<td>238 entreprises</td>,<td>nc</td>,"<td>23,82 %</td>",<td>7 256 hab.</td>
151,"<td><a href=""https://www.linternaute.com/ville/dechy/ville-59170"">Dechy</a></td>",<td>17 145 €</td>,"<td>22,23 %</td>","<td>5,78 %</td>","<td>1 923,50 €</td>","<td>79,49 %</td>",<td>230 entreprises</td>,<td>nc</td>,"<td>24,85 %</td>",<td>5 362 hab.</td>
152,"<td><a href=""https://www.linternaute.com/ville/forbach/ville-57227"">Forbach</a></td>",<td>19 001 €</td>,"<td>25,92 %</td>","<td>7,20 %</td>","<td>1 933,10 €</td>","<td>82,90 %</td>",<td>1 500 entreprises</td>,<td>nc</td>,"<td>25,09 %</td>",<td>21 652 hab.</td>
153,"<td><a href=""https://www.linternaute.com/ville/limoux/ville-11206"">Limoux</a></td>",<td>19 518 €</td>,"<td>18,57 %</td>","<td>5,04 %</td>","<td>1 858,53 €</td>","<td>78,45 %</td>",<td>926 entreprises</td>,<td>nc</td>,"<td>25,42 %</td>",<td>10 112 hab.</td>
154,"<td><a href=""https://www.linternaute.com/ville/montigny-en-gohelle/ville-62587"">Montigny-en-Gohelle</a></td>",<td>17 797 €</td>,"<td>24,89 %</td>","<td>4,72 %</td>","<td>1 984,55 €</td>","<td>81,02 %</td>",<td>290 entreprises</td>,<td>nc</td>,"<td>22,36 %</td>",<td>10 315 hab.</td>
155,"<td><a href=""https://www.linternaute.com/ville/troyes/ville-10387"">Troyes</a></td>",<td>19 220 €</td>,"<td>24,05 %</td>","<td>6,20 %</td>","<td>1 977,78 €</td>","<td>77,62 %</td>",<td>4 381 entreprises</td>,<td>12 436 €</td>,"<td>32,84 %</td>",<td>61 996 hab.</td>
156,"<td><a href=""https://www.linternaute.com/ville/sochaux/ville-25547"">Sochaux</a></td>",<td>16 797 €</td>,"<td>20,49 %</td>","<td>5,88 %</td>","<td>1 925,68 €</td>","<td>72,80 %</td>",<td>151 entreprises</td>,<td>nc</td>,"<td>29,41 %</td>",<td>3 889 hab.</td>
157,"<td><a href=""https://www.linternaute.com/ville/le-moule/ville-97117"">Le Moule</a></td>",<td>16 619 €</td>,"<td>32,44 %</td>","<td>11,34 %</td>",<td>2 176 €</td>,"<td>79,86 %</td>",<td>2 562 entreprises</td>,<td>nc</td>,"<td>28,85 %</td>",<td>22 315 hab.</td>
158,"<td><a href=""https://www.linternaute.com/ville/le-petit-quevilly/ville-76498"">Le Petit-Quevilly</a></td>",<td>18 799 €</td>,"<td>20,05 %</td>","<td>4,99 %</td>","<td>2 008,25 €</td>","<td>80,76 %</td>",<td>1 335 entreprises</td>,<td>nc</td>,"<td>28,68 %</td>",<td>22 291 hab.</td>
159,"<td><a href=""https://www.linternaute.com/ville/ganges/ville-34111"">Ganges</a></td>",<td>15 501 €</td>,"<td>25,88 %</td>","<td>6,64 %</td>","<td>1 849,77 €</td>","<td>74,55 %</td>",<td>513 entreprises</td>,<td>nc</td>,"<td>29,72 %</td>",<td>4 027 hab.</td>
160,"<td><a href=""https://www.linternaute.com/ville/sin-le-noble/ville-59569"">Sin-le-Noble</a></td>",<td>18 479 €</td>,"<td>21,63 %</td>","<td>6,18 %</td>","<td>2 004,98 €</td>","<td>81,76 %</td>",<td>638 entreprises</td>,<td>nc</td>,"<td>26,28 %</td>",<td>15 522 hab.</td>
161,"<td><a href=""https://www.linternaute.com/ville/apt/ville-84003"">Apt</a></td>",<td>20 448 €</td>,"<td>22,53 %</td>","<td>4,26 %</td>","<td>1 856,41 €</td>","<td>77,11 %</td>",<td>1 352 entreprises</td>,<td>nc</td>,"<td>23,75 %</td>",<td>11 011 hab.</td>
